Record_ID,Client_ID,Timestamp,Device_Type,Battery_Level,Signal_Strength_dBm,Latency_ms,Data_Volume_MB,Local_Model_Accuracy,Privacy_Budget_Used,User_Heart_Rate,Location_X,Location_Y
REC_02163,Client_035,2025-01-02 12:03:00,IndustrialController,70.08,-62.5,3.092,22.24,0.8351,1.0,41,0.3318,0.6492
REC_02164,Client_046,2025-01-02 12:04:00,Wearable,68.48,-59.0,0.384,14.25,0.8936,2.64,92,0.116,0.8001
REC_02165,Client_056,2025-01-02 12:05:00,AutonomousVehicle,91.11,-61.1,0.288,31.2,0.7233,0.69,74,0.1008,0.4492
REC_02166,Client_047,2025-01-02 12:06:00,IndustrialController,84.77,-66.6,0.718,13.66,0.8416,1.54,91,0.2824,0.9243
REC_02167,Client_047,2025-01-02 12:07:00,AutonomousVehicle,94.46,-46.1,2.812,4.32,0.8215,4.95,93,0.3682,0.6141
REC_02168,Client_067,2025-01-02 12:08:00,Wearable,88.2,-50.5,3.286,93.58,0.9137,4.22,83,0.9689,0.7113
REC_02169,Client_069,2025-01-02 12:09:00,IndustrialController,88.18,-56.8,4.391,44.93,0.7468,3.56,70,0.5364,0.1107
REC_02170,Client_090,2025-01-02 12:10:00,AutonomousVehicle,15.74,-64.0,5.294,22.6,0.7872,0.23,77,0.9091,0.6291
REC_02171,Client_027,2025-01-02 12:11:00,Wearable,86.14,-49.4,0.405,29.59,0.7376,1.4,73,0.1285,0.0289
REC_02172,Client_055,2025-01-02 12:12:00,SmartSensor,64.67,-64.6,4.003,100.06,0.8129,2.89,83,0.2385,0.1637
REC_02173,Client_050,2025-01-02 12:13:00,Wearable,44.24,-44.3,7.317,19.27,0.9204,3.58,92,0.1628,0.6987
REC_02174,Client_033,2025-01-02 12:14:00,SmartSensor,15.09,-58.9,2.361,23.92,0.8676,3.38,85,0.3751,0.6759
REC_02175,Client_051,2025-01-02 12:15:00,AutonomousVehicle,70.99,-47.7,13.356,72.64,0.8861,1.01,91,0.9175,0.4963
REC_02176,Client_035,2025-01-02 12:16:00,IndustrialController,39.54,-61.1,3.115,11.19,0.7233,2.38,68,0.294,0.6578
REC_02177,Client_012,2025-01-02 12:17:00,IndustrialController,52.1,-59.3,1.943,53.83,0.813,1.07,75,0.5956,0.8196
REC_02178,Client_027,2025-01-02 12:18:00,AutonomousVehicle,71.36,-47.7,5.83,28.49,0.9097,4.63,75,0.9156,0.8341
REC_02179,Client_011,2025-01-02 12:19:00,IndustrialController,92.06,-38.1,4.385,34.67,0.9094,2.83,91,0.5027,0.8895
REC_02180,Client_069,2025-01-02 12:20:00,IndustrialController,84.29,-44.4,7.554,77.3,0.947,2.01,74,0.5277,0.8901
REC_02181,Client_058,2025-01-02 12:21:00,SmartSensor,50.55,-51.2,5.257,249.05,0.8315,4.6,74,0.5525,0.5652
REC_02182,Client_096,2025-01-02 12:22:00,AutonomousVehicle,44.9,-54.1,3.306,89.04,0.7005,4.53,67,0.2803,0.3529
REC_02183,Client_067,2025-01-02 12:23:00,Wearable,31.58,-65.1,5.415,8.75,0.9248,2.57,77,0.4184,0.0003
REC_02184,Client_002,2025-01-02 12:24:00,SmartSensor,43.52,-57.0,0.651,12.72,0.939,3.47,78,0.8474,0.9313
REC_02185,Client_090,2025-01-02 12:25:00,AutonomousVehicle,19.99,-69.1,4.641,26.38,0.9319,1.66,79,0.3997,0.1974
REC_02186,Client_083,2025-01-02 12:26:00,SmartSensor,97.4,-56.2,3.009,63.51,0.893,1.61,83,0.4189,0.8329
REC_02187,Client_046,2025-01-02 12:27:00,Wearable,61.65,-55.6,1.039,35.6,0.753,2.79,70,0.116,0.2507
REC_02188,Client_050,2025-01-02 12:28:00,Wearable,21.5,-79.6,5.157,116.04,0.7348,4.25,87,0.4635,0.3218
REC_02189,Client_097,2025-01-02 12:29:00,AutonomousVehicle,41.75,-59.6,6.848,2.5,0.8752,3.03,59,0.0832,0.2064
REC_02190,Client_050,2025-01-02 12:30:00,Wearable,59.23,-55.9,2.524,14.96,0.7351,2.35,96,0.2672,0.7758
REC_02191,Client_087,2025-01-02 12:31:00,SmartSensor,57.96,-60.8,1.568,12.38,0.9383,3.35,47,0.9795,0.4354
REC_02192,Client_009,2025-01-02 12:32:00,Wearable,13.2,-56.4,6.195,68.16,0.8115,4.08,52,0.9049,0.9619
REC_02193,Client_012,2025-01-02 12:33:00,SmartSensor,95.58,-73.4,1.534,31.25,0.7077,3.96,80,0.6213,0.8097
REC_02194,Client_041,2025-01-02 12:34:00,SmartSensor,34.78,-67.8,3.318,0.76,0.7376,1.92,62,0.7128,0.5665
REC_02195,Client_050,2025-01-02 12:35:00,Wearable,11.46,-49.7,3.204,74.24,0.7726,4.68,74,0.2376,0.7831
REC_02196,Client_086,2025-01-02 12:36:00,AutonomousVehicle,16.88,-60.0,1.466,22.46,0.8759,0.18,76,0.144,0.8424
REC_02197,Client_097,2025-01-02 12:37:00,IndustrialController,62.22,-56.6,0.96,15.09,0.8843,2.31,96,0.551,0.9171
REC_02198,Client_035,2025-01-02 12:38:00,Wearable,22.4,-65.5,5.703,10.09,0.7533,4.55,87,0.898,0.08
REC_02199,Client_002,2025-01-02 12:39:00,SmartSensor,13.76,-59.8,4.165,145.95,0.8621,3.51,59,0.8323,0.8012
REC_02200,Client_078,2025-01-02 12:40:00,SmartSensor,44.17,-83.0,2.263,142.4,0.708,3.55,44,0.5892,0.1839
REC_02201,Client_053,2025-01-02 12:41:00,Wearable,66.05,-51.5,2.332,3.98,0.7257,0.87,78,0.9847,0.9161
REC_02202,Client_025,2025-01-02 12:42:00,AutonomousVehicle,20.07,-41.9,4.399,13.25,0.8338,2.95,82,0.248,0.1879
REC_02203,Client_052,2025-01-02 12:43:00,AutonomousVehicle,38.2,-70.7,2.079,51.94,0.876,4.84,75,0.7668,0.1721
REC_02204,Client_067,2025-01-02 12:44:00,SmartSensor,47.6,-69.4,2.757,55.5,0.9286,1.14,71,0.2837,0.4939
REC_02205,Client_077,2025-01-02 12:45:00,SmartSensor,24.35,-55.6,1.929,27.04,0.8094,1.7,70,0.9744,0.8573
REC_02206,Client_052,2025-01-02 12:46:00,AutonomousVehicle,55.55,-45.3,2.547,42.03,0.73,2.0,61,0.2646,0.0877
REC_02207,Client_035,2025-01-02 12:47:00,IndustrialController,17.67,-60.0,2.714,60.64,0.9322,1.86,54,0.3656,0.0599
REC_02208,Client_099,2025-01-02 12:48:00,Wearable,14.19,-72.3,4.528,150.3,0.8094,3.17,62,0.4764,0.765
REC_02209,Client_060,2025-01-02 12:49:00,SmartSensor,56.79,-62.1,1.85,64.57,0.8244,1.25,66,0.3217,0.8396
REC_02210,Client_038,2025-01-02 12:50:00,SmartSensor,32.31,-70.3,6.456,5.84,0.9136,2.58,115,0.2755,0.4569
REC_02211,Client_032,2025-01-02 12:51:00,AutonomousVehicle,18.58,-66.7,4.441,63.27,0.8464,2.06,77,0.4705,0.6473
REC_02212,Client_067,2025-01-02 12:52:00,Wearable,48.15,-63.0,3.033,3.51,0.7754,3.26,71,0.8164,0.1293
REC_02213,Client_029,2025-01-02 12:53:00,AutonomousVehicle,92.36,-69.3,2.589,34.91,0.8352,1.29,77,0.7737,0.5965
REC_02214,Client_019,2025-01-02 12:54:00,Wearable,75.18,-67.8,2.293,37.42,0.8562,2.81,84,0.4443,0.0108
REC_02215,Client_050,2025-01-02 12:55:00,Wearable,83.41,-59.3,5.685,75.31,0.9224,3.73,75,0.313,0.3019
REC_02216,Client_030,2025-01-02 12:56:00,Wearable,88.47,-57.8,2.081,0.58,0.7587,3.5,76,0.1314,0.0214
REC_02217,Client_055,2025-01-02 12:57:00,SmartSensor,97.54,-74.2,0.427,103.87,0.8398,4.19,89,0.8697,0.2715
REC_02218,Client_011,2025-01-02 12:58:00,IndustrialController,78.69,-56.0,2.029,54.52,0.9301,4.79,103,0.8859,0.0227
REC_02219,Client_066,2025-01-02 12:59:00,AutonomousVehicle,64.76,-63.8,7.714,1.58,0.7114,4.28,69,0.0667,0.9407
REC_02220,Client_030,2025-01-02 13:00:00,IndustrialController,42.89,-52.8,1.232,8.72,0.7486,4.7,53,0.7487,0.883
REC_02221,Client_000,2025-01-02 13:01:00,AutonomousVehicle,26.35,-52.2,9.065,2.02,0.7866,0.19,62,0.8839,0.2057
REC_02222,Client_011,2025-01-02 13:02:00,Wearable,71.8,-65.4,2.191,72.61,0.8696,3.18,65,0.7364,0.9171
REC_02223,Client_091,2025-01-02 13:03:00,SmartSensor,99.55,-53.9,2.088,9.37,0.9105,1.41,74,0.3396,0.8959
REC_02224,Client_093,2025-01-02 13:04:00,IndustrialController,52.06,-68.4,10.192,2.33,0.7498,4.06,70,0.4289,0.2185
REC_02225,Client_018,2025-01-02 13:05:00,SmartSensor,75.13,-46.8,3.642,7.42,0.7617,4.11,96,0.3006,0.6728
REC_02226,Client_081,2025-01-02 13:06:00,AutonomousVehicle,54.56,-68.0,5.411,41.0,0.9058,0.33,71,0.5427,0.187
REC_02227,Client_055,2025-01-02 13:07:00,SmartSensor,48.87,-56.5,1.45,34.21,0.7371,3.02,78,0.8899,0.6818
REC_02228,Client_092,2025-01-02 13:08:00,SmartSensor,46.93,-61.9,2.395,14.14,0.7653,4.27,56,0.6714,0.0637
REC_02229,Client_039,2025-01-02 13:09:00,IndustrialController,55.42,-70.2,0.3,143.18,0.8832,2.98,65,0.4583,0.8594
REC_02230,Client_062,2025-01-02 13:10:00,Wearable,43.02,-51.0,1.941,96.49,0.7415,2.19,44,0.8603,0.825
REC_02231,Client_003,2025-01-02 13:11:00,SmartSensor,77.39,-66.1,2.457,18.88,0.907,0.48,85,0.0009,0.1719
REC_02232,Client_036,2025-01-02 13:12:00,Wearable,88.68,-77.0,2.281,32.18,0.8226,3.68,94,0.2745,0.4399
REC_02233,Client_096,2025-01-02 13:13:00,AutonomousVehicle,89.46,-88.8,2.739,36.37,0.8119,0.47,66,0.4359,0.2543
REC_02234,Client_048,2025-01-02 13:14:00,SmartSensor,30.49,-68.8,2.388,70.57,0.7338,3.03,82,0.5925,0.1233
REC_02235,Client_030,2025-01-02 13:15:00,IndustrialController,90.63,-46.2,0.385,27.93,0.8699,4.6,95,0.9956,0.0133
REC_02236,Client_011,2025-01-02 13:16:00,AutonomousVehicle,40.74,-47.4,1.87,39.53,0.921,2.15,90,0.6395,0.3027
REC_02237,Client_070,2025-01-02 13:17:00,AutonomousVehicle,37.84,-67.2,3.367,26.6,0.873,3.87,78,0.3815,0.9387
REC_02238,Client_067,2025-01-02 13:18:00,IndustrialController,75.41,-63.7,3.948,71.95,0.7792,4.02,80,0.7249,0.8882
REC_02239,Client_034,2025-01-02 13:19:00,SmartSensor,37.42,-64.6,7.387,40.59,0.8747,0.15,70,0.9842,0.4344
REC_02240,Client_091,2025-01-02 13:20:00,SmartSensor,14.77,-73.3,0.308,87.95,0.8275,4.58,59,0.6113,0.2885
REC_02241,Client_003,2025-01-02 13:21:00,AutonomousVehicle,43.63,-69.5,1.963,2.76,0.9134,1.03,93,0.3517,0.3077
REC_02242,Client_029,2025-01-02 13:22:00,SmartSensor,74.93,-50.2,5.597,117.33,0.8149,1.49,82,0.6822,0.7063
REC_02243,Client_099,2025-01-02 13:23:00,Wearable,39.43,-55.0,3.211,85.57,0.7593,4.37,77,0.4641,0.266
REC_02244,Client_035,2025-01-02 13:24:00,IndustrialController,66.66,-57.3,2.02,85.33,0.7253,3.46,41,0.5358,0.8259
REC_02245,Client_027,2025-01-02 13:25:00,Wearable,69.41,-73.4,6.035,7.56,0.7703,1.92,55,0.9554,0.359
REC_02246,Client_048,2025-01-02 13:26:00,SmartSensor,76.04,-59.0,3.138,15.29,0.8409,0.53,81,0.4366,0.0675
REC_02247,Client_089,2025-01-02 13:27:00,AutonomousVehicle,90.74,-83.0,5.063,196.26,0.7425,1.99,58,0.3137,0.1217
REC_02248,Client_011,2025-01-02 13:28:00,IndustrialController,48.93,-51.6,2.854,150.06,0.7099,4.84,74,0.6347,0.7709
REC_02249,Client_091,2025-01-02 13:29:00,SmartSensor,24.98,-57.4,0.33,12.84,0.8122,0.61,71,0.5683,0.7708
REC_02250,Client_077,2025-01-02 13:30:00,SmartSensor,38.7,-73.5,7.518,28.36,0.7869,4.25,61,0.3973,0.3972
REC_02251,Client_023,2025-01-02 13:31:00,AutonomousVehicle,48.9,-43.8,2.59,8.48,0.8051,1.69,68,0.3027,0.9953
REC_02252,Client_070,2025-01-02 13:32:00,AutonomousVehicle,74.25,-78.0,0.711,15.23,0.8135,3.31,98,0.5252,0.2193
REC_02253,Client_035,2025-01-02 13:33:00,Wearable,11.18,-54.7,1.909,10.21,0.8915,3.19,76,0.1635,0.1963
REC_02254,Client_042,2025-01-02 13:34:00,IndustrialController,38.42,-54.4,1.326,4.22,0.9402,1.7,73,0.2679,0.5271
REC_02255,Client_082,2025-01-02 13:35:00,IndustrialController,80.19,-72.4,0.191,43.31,0.7656,0.37,91,0.8507,0.5553
REC_02256,Client_096,2025-01-02 13:36:00,AutonomousVehicle,70.38,-60.4,2.329,13.77,0.9356,0.83,66,0.9091,0.4193
REC_02257,Client_011,2025-01-02 13:37:00,Wearable,75.86,-76.4,0.349,242.94,0.7571,2.87,66,0.3933,0.5762
REC_02258,Client_046,2025-01-02 13:38:00,IndustrialController,83.06,-88.5,2.315,36.23,0.8887,4.75,52,0.8342,0.8934
REC_02259,Client_051,2025-01-02 13:39:00,AutonomousVehicle,80.49,-70.7,3.607,22.24,0.8703,4.64,90,0.1032,0.4651
REC_02260,Client_034,2025-01-02 13:40:00,SmartSensor,71.4,-66.2,3.547,122.19,0.7131,0.66,77,0.2163,0.9962
REC_02261,Client_038,2025-01-02 13:41:00,IndustrialController,49.57,-53.6,1.69,48.48,0.8812,4.39,51,0.5966,0.9483
REC_02262,Client_006,2025-01-02 13:42:00,Wearable,98.52,-59.3,0.949,6.8,0.9253,1.25,56,0.6779,0.7057
REC_02263,Client_062,2025-01-02 13:43:00,Wearable,61.22,-59.1,5.409,34.44,0.9326,4.56,78,0.2518,0.7045
REC_02264,Client_046,2025-01-02 13:44:00,Wearable,28.25,-70.1,4.078,29.09,0.8713,3.82,92,0.9397,0.7255
REC_02265,Client_012,2025-01-02 13:45:00,SmartSensor,36.35,-65.3,1.989,72.44,0.8966,4.81,64,0.6235,0.8614
REC_02266,Client_085,2025-01-02 13:46:00,IndustrialController,72.42,-69.3,0.59,59.17,0.7179,2.26,62,0.9215,0.8301
REC_02267,Client_083,2025-01-02 13:47:00,IndustrialController,93.23,-72.2,1.171,23.16,0.7403,3.68,49,0.1059,0.7195
REC_02268,Client_047,2025-01-02 13:48:00,SmartSensor,26.08,-65.9,9.229,31.69,0.7656,3.7,61,0.5834,0.8159
REC_02269,Client_032,2025-01-02 13:49:00,IndustrialController,17.41,-59.3,5.105,36.57,0.8328,2.53,81,0.3418,0.4301
REC_02270,Client_055,2025-01-02 13:50:00,SmartSensor,89.34,-65.7,3.647,27.45,0.7966,4.88,70,0.8666,0.4979
REC_02271,Client_027,2025-01-02 13:51:00,SmartSensor,92.38,-63.2,1.322,5.7,0.8643,1.29,85,0.0134,0.8949
REC_02272,Client_018,2025-01-02 13:52:00,SmartSensor,34.87,-53.1,1.344,117.93,0.8114,4.93,61,0.7671,0.0916
REC_02273,Client_067,2025-01-02 13:53:00,Wearable,43.96,-65.0,5.569,55.82,0.8938,4.08,87,0.1641,0.7759
REC_02274,Client_003,2025-01-02 13:54:00,IndustrialController,69.42,-73.3,8.081,31.72,0.8784,3.12,59,0.89,0.6715
REC_02275,Client_010,2025-01-02 13:55:00,SmartSensor,39.69,-54.4,5.628,42.15,0.8868,0.47,85,0.4623,0.1486
REC_02276,Client_001,2025-01-02 13:56:00,IndustrialController,88.94,-57.3,2.263,11.99,0.9072,1.37,69,0.1722,0.4172
REC_02277,Client_016,2025-01-02 13:57:00,Wearable,19.68,-56.7,1.537,37.81,0.9086,4.22,78,0.8179,0.7282
REC_02278,Client_003,2025-01-02 13:58:00,SmartSensor,13.42,-53.7,1.213,68.53,0.8949,3.67,82,0.5032,0.7244
REC_02279,Client_099,2025-01-02 13:59:00,AutonomousVehicle,28.76,-55.4,2.11,38.14,0.7165,4.82,53,0.0615,0.691
REC_02280,Client_030,2025-01-02 14:00:00,Wearable,35.75,-59.7,1.338,32.76,0.8558,2.04,63,0.0327,0.1559
REC_02281,Client_016,2025-01-02 14:01:00,AutonomousVehicle,20.16,-36.1,3.129,31.03,0.7049,4.48,79,0.2536,0.7776
REC_02282,Client_027,2025-01-02 14:02:00,IndustrialController,15.91,-72.8,2.841,71.7,0.8859,4.32,66,0.7136,0.1321
REC_02283,Client_096,2025-01-02 14:03:00,IndustrialController,78.0,-65.9,10.911,69.99,0.7153,4.83,71,0.4343,0.9809
REC_02284,Client_050,2025-01-02 14:04:00,Wearable,24.78,-50.3,5.644,69.33,0.9458,1.44,73,0.5263,0.155
REC_02285,Client_038,2025-01-02 14:05:00,IndustrialController,92.25,-58.6,3.167,14.13,0.8535,2.52,53,0.1361,0.5931
REC_02286,Client_090,2025-01-02 14:06:00,AutonomousVehicle,43.12,-52.4,10.843,48.1,0.7455,0.5,59,0.7203,0.7753
REC_02287,Client_037,2025-01-02 14:07:00,SmartSensor,70.35,-58.3,4.072,75.46,0.8171,3.0,75,0.3613,0.0074
REC_02288,Client_029,2025-01-02 14:08:00,SmartSensor,30.29,-46.3,1.264,41.26,0.9067,3.69,77,0.3348,0.72
REC_02289,Client_013,2025-01-02 14:09:00,SmartSensor,31.63,-70.1,5.368,75.47,0.745,1.27,99,0.5819,0.2241
REC_02290,Client_035,2025-01-02 14:10:00,Wearable,61.72,-46.6,0.963,96.35,0.8342,0.93,66,0.7655,0.1808
REC_02291,Client_035,2025-01-02 14:11:00,IndustrialController,60.46,-48.3,0.417,9.55,0.7009,3.23,75,0.0242,0.0742
REC_02292,Client_068,2025-01-02 14:12:00,AutonomousVehicle,79.19,-72.1,3.972,18.29,0.8971,2.03,66,0.049,0.1912
REC_02293,Client_030,2025-01-02 14:13:00,IndustrialController,78.2,-53.7,4.505,45.98,0.7487,2.19,75,0.096,0.6099
REC_02294,Client_062,2025-01-02 14:14:00,IndustrialController,70.36,-60.4,5.381,17.1,0.7968,2.41,100,0.8461,0.9991
REC_02295,Client_007,2025-01-02 14:15:00,IndustrialController,50.42,-66.1,4.478,141.84,0.8326,2.61,85,0.8554,0.5676
REC_02296,Client_012,2025-01-02 14:16:00,SmartSensor,90.16,-78.9,3.842,10.79,0.7362,1.06,77,0.6384,0.6047
REC_02297,Client_046,2025-01-02 14:17:00,AutonomousVehicle,66.03,-70.1,1.764,22.08,0.9317,2.93,64,0.0459,0.3893
REC_02298,Client_094,2025-01-02 14:18:00,AutonomousVehicle,99.12,-52.9,3.47,258.42,0.8172,0.44,61,0.7509,0.0376
REC_02299,Client_039,2025-01-02 14:19:00,IndustrialController,83.74,-51.9,5.396,10.49,0.7579,0.66,85,0.8677,0.7318
REC_02300,Client_060,2025-01-02 14:20:00,SmartSensor,13.99,-62.1,3.837,29.78,0.8838,3.59,79,0.9154,0.0783
REC_02301,Client_019,2025-01-02 14:21:00,SmartSensor,38.85,-51.8,4.773,18.83,0.9236,3.68,54,0.8025,0.719
REC_02302,Client_012,2025-01-02 14:22:00,AutonomousVehicle,61.47,-50.5,4.662,82.98,0.9282,1.4,84,0.4485,0.8344
REC_02303,Client_003,2025-01-02 14:23:00,SmartSensor,74.93,-58.5,5.914,18.13,0.8078,1.01,59,0.4588,0.2237
REC_02304,Client_029,2025-01-02 14:24:00,SmartSensor,59.53,-67.2,0.639,8.8,0.7899,0.36,88,0.4971,0.7758
REC_02305,Client_012,2025-01-02 14:25:00,SmartSensor,80.75,-55.6,3.898,135.25,0.9323,2.15,56,0.4739,0.9121
REC_02306,Client_021,2025-01-02 14:26:00,Wearable,35.44,-55.1,10.536,19.09,0.7132,2.59,69,0.5143,0.5575
REC_02307,Client_077,2025-01-02 14:27:00,IndustrialController,26.55,-53.3,3.342,67.69,0.8876,4.51,83,0.0815,0.4273
REC_02308,Client_000,2025-01-02 14:28:00,AutonomousVehicle,14.85,-51.3,3.371,17.16,0.7444,0.11,66,0.8146,0.5515
REC_02309,Client_056,2025-01-02 14:29:00,AutonomousVehicle,61.6,-73.6,2.402,9.84,0.8164,2.09,73,0.0029,0.8055
REC_02310,Client_035,2025-01-02 14:30:00,Wearable,71.97,-65.1,2.265,81.08,0.9384,2.15,73,0.0311,0.6165
REC_02311,Client_051,2025-01-02 14:31:00,IndustrialController,39.35,-79.0,8.801,2.86,0.8453,4.44,68,0.0265,0.5642
REC_02312,Client_056,2025-01-02 14:32:00,AutonomousVehicle,65.22,-52.5,0.326,20.17,0.8309,1.06,91,0.9002,0.4055
REC_02313,Client_029,2025-01-02 14:33:00,SmartSensor,14.69,-62.1,3.701,75.72,0.7155,0.42,86,0.9954,0.0258
REC_02314,Client_037,2025-01-02 14:34:00,AutonomousVehicle,18.94,-55.7,2.464,35.89,0.7693,1.97,45,0.2972,0.1471
REC_02315,Client_066,2025-01-02 14:35:00,SmartSensor,73.16,-74.8,0.489,58.49,0.7008,3.1,90,0.1255,0.5122
REC_02316,Client_088,2025-01-02 14:36:00,Wearable,43.13,-46.0,5.374,3.46,0.9188,4.3,68,0.0189,0.6458
REC_02317,Client_012,2025-01-02 14:37:00,SmartSensor,70.42,-71.9,2.799,69.28,0.8612,1.42,98,0.9018,0.1793
REC_02318,Client_010,2025-01-02 14:38:00,AutonomousVehicle,84.85,-52.3,3.651,9.43,0.7295,1.33,64,0.3577,0.6792
REC_02319,Client_090,2025-01-02 14:39:00,AutonomousVehicle,86.74,-58.8,2.115,82.7,0.7909,1.7,65,0.4923,0.5235
REC_02320,Client_041,2025-01-02 14:40:00,AutonomousVehicle,25.5,-61.9,4.131,41.53,0.9029,0.68,71,0.3752,0.6702
REC_02321,Client_050,2025-01-02 14:41:00,Wearable,53.77,-62.7,4.55,67.19,0.7351,4.89,85,0.9071,0.5272
REC_02322,Client_035,2025-01-02 14:42:00,Wearable,76.05,-66.4,1.155,11.97,0.7576,2.75,70,0.8325,0.4279
REC_02323,Client_012,2025-01-02 14:43:00,IndustrialController,79.66,-47.0,1.15,25.16,0.8354,1.43,77,0.8962,0.3144
REC_02324,Client_056,2025-01-02 14:44:00,AutonomousVehicle,80.62,-59.9,2.108,80.99,0.7362,1.87,80,0.4298,0.1661
REC_02325,Client_048,2025-01-02 14:45:00,SmartSensor,30.54,-72.7,8.022,120.85,0.7957,4.34,68,0.2168,0.0862
REC_02326,Client_021,2025-01-02 14:46:00,Wearable,27.33,-63.8,2.201,12.85,0.9455,3.4,98,0.6021,0.8565
REC_02327,Client_049,2025-01-02 14:47:00,AutonomousVehicle,63.1,-58.7,2.151,78.85,0.836,2.81,71,0.2112,0.5434
REC_02328,Client_085,2025-01-02 14:48:00,AutonomousVehicle,76.7,-51.0,1.789,5.75,0.8754,3.65,65,0.3252,0.9876
REC_02329,Client_052,2025-01-02 14:49:00,Wearable,38.72,-66.0,9.209,27.73,0.8658,3.8,74,0.9451,0.8439
REC_02330,Client_011,2025-01-02 14:50:00,IndustrialController,19.42,-65.4,3.399,139.61,0.7529,1.05,90,0.8711,0.1168
REC_02331,Client_050,2025-01-02 14:51:00,Wearable,74.51,-59.8,6.298,145.15,0.9115,0.88,71,0.4372,0.8712
REC_02332,Client_065,2025-01-02 14:52:00,Wearable,36.97,-51.3,6.712,17.6,0.7305,4.84,79,0.3207,0.7762
REC_02333,Client_077,2025-01-02 14:53:00,SmartSensor,24.97,-73.7,1.265,10.72,0.9304,1.01,70,0.5788,0.9877
REC_02334,Client_055,2025-01-02 14:54:00,SmartSensor,23.3,-54.9,1.604,8.1,0.754,2.38,84,0.763,0.8887
REC_02335,Client_013,2025-01-02 14:55:00,IndustrialController,38.34,-64.6,3.621,32.78,0.9387,4.92,38,0.1942,0.3573
REC_02336,Client_070,2025-01-02 14:56:00,AutonomousVehicle,63.34,-63.2,1.22,4.83,0.8995,2.14,80,0.9069,0.6419
REC_02337,Client_062,2025-01-02 14:57:00,Wearable,42.26,-40.0,1.565,22.07,0.7427,2.62,73,0.1875,0.6373
REC_02338,Client_001,2025-01-02 14:58:00,IndustrialController,11.86,-62.0,2.284,0.86,0.7401,4.01,93,0.6101,0.9413
REC_02339,Client_039,2025-01-02 14:59:00,SmartSensor,18.72,-52.5,1.621,15.01,0.7211,1.77,77,0.5498,0.173
REC_02340,Client_033,2025-01-02 15:00:00,Wearable,36.15,-52.8,0.988,115.27,0.7618,2.21,68,0.3289,0.4412
REC_02341,Client_068,2025-01-02 15:01:00,AutonomousVehicle,69.37,-71.8,1.826,29.62,0.8648,1.73,83,0.5614,0.5812
REC_02342,Client_014,2025-01-02 15:02:00,SmartSensor,18.87,-78.5,3.12,3.83,0.8301,1.51,76,0.8801,0.006
REC_02343,Client_052,2025-01-02 15:03:00,SmartSensor,60.46,-51.8,1.35,52.04,0.8533,2.41,73,0.3305,0.1462
REC_02344,Client_087,2025-01-02 15:04:00,SmartSensor,20.79,-70.8,1.901,155.76,0.7078,3.75,87,0.8853,0.6473
REC_02345,Client_083,2025-01-02 15:05:00,IndustrialController,29.05,-76.6,2.448,31.13,0.72,4.35,81,0.0627,0.4723
REC_02346,Client_092,2025-01-02 15:06:00,AutonomousVehicle,25.5,-49.7,9.389,48.95,0.873,2.4,75,0.5338,0.2585
REC_02347,Client_099,2025-01-02 15:07:00,Wearable,16.05,-70.2,1.518,125.92,0.912,1.67,96,0.2929,0.1893
REC_02348,Client_001,2025-01-02 15:08:00,IndustrialController,70.42,-67.7,7.343,27.16,0.7899,4.57,61,0.9304,0.7553
REC_02349,Client_064,2025-01-02 15:09:00,IndustrialController,51.71,-40.3,0.317,54.62,0.7416,1.75,76,0.0471,0.4971
REC_02350,Client_045,2025-01-02 15:10:00,IndustrialController,84.79,-76.6,5.216,29.05,0.7771,3.9,86,0.0187,0.2885
REC_02351,Client_083,2025-01-02 15:11:00,SmartSensor,18.9,-72.6,4.54,163.68,0.803,3.77,43,0.8096,0.342
REC_02352,Client_029,2025-01-02 15:12:00,AutonomousVehicle,23.03,-64.6,5.201,35.04,0.8575,0.34,44,0.7396,0.7625
REC_02353,Client_097,2025-01-02 15:13:00,IndustrialController,37.58,-62.4,4.766,108.43,0.8024,0.97,60,0.1551,0.3746
REC_02354,Client_055,2025-01-02 15:14:00,Wearable,78.93,-68.9,5.951,35.38,0.9243,2.91,92,0.9421,0.3929
REC_02355,Client_085,2025-01-02 15:15:00,AutonomousVehicle,37.52,-71.6,2.231,55.19,0.8003,4.35,89,0.8738,0.5159
REC_02356,Client_009,2025-01-02 15:16:00,Wearable,46.76,-44.9,7.437,24.4,0.7453,3.01,87,0.2429,0.06
REC_02357,Client_025,2025-01-02 15:17:00,AutonomousVehicle,37.14,-57.4,1.584,124.78,0.7621,3.74,84,0.6844,0.7206
REC_02358,Client_071,2025-01-02 15:18:00,Wearable,17.22,-54.1,0.378,52.06,0.8163,3.7,78,0.4285,0.0901
REC_02359,Client_001,2025-01-02 15:19:00,SmartSensor,94.55,-61.4,0.488,1.01,0.8956,2.52,89,0.5607,0.8863
REC_02360,Client_085,2025-01-02 15:20:00,IndustrialController,59.37,-57.1,3.378,0.79,0.9174,2.85,72,0.791,0.5417
REC_02361,Client_002,2025-01-02 15:21:00,Wearable,80.9,-50.7,4.241,56.38,0.7463,0.45,67,0.6308,0.9415
REC_02362,Client_066,2025-01-02 15:22:00,AutonomousVehicle,69.25,-70.0,5.414,6.07,0.7009,4.65,97,0.0941,0.4024
REC_02363,Client_038,2025-01-02 15:23:00,IndustrialController,56.28,-57.4,3.278,62.97,0.9174,3.4,73,0.6062,0.9834
